,NAME,TEAM,elo
1236,Ethan Sparks,Youngstown St.,903.225
1237,JONATHAN HORTON,Unattached,903.05
1238,Nicholas Mullineux Perrault,Eastern Washington,903.0285763
1239,Noah Stevenson,Kansas State,902.8434093
1240,Tyler Thatcher,Winthrop,902.8345185
1241,Anthony Lemus,Sacramento St.,902.8035763
1242,Andrew Dietrich,Xavier (Ohio),902.7807
1243,Jacob Christner,Eastern Washington,902.6535763
1244,Austin Del Rosso,Tulsa,902.6312404
1245,Abraham Maldonado,Sacramento St.,902.5785763
1246,Bryan Corbaz,Tulsa,902.5619975
1247,Jack Sloan,Eastern Washington,902.5535763
1248,Frank Rossi,Air Force,902.475
1249,Joseph Wittig,Air Force,901.95
1250,Pierce Flanders,Kansas State,901.7684093
1251,JAROD MOSER,Seton Hall,901.5557
1252,Derrick Evans,U. of Victoria,901.5108421
1253,Jacob Higa,Northern Colorado,901.475
1254,Alex Plasencia,Minnesota,901.4296468
1255,Dorrian Gordon,Saint Louis,901.275
1256,Luke Estes,Texas Tech,901.2369975
1257,Nick Pschunder,Rutgers,901.1579754
1258,Matt Wisner,Duke,901.1100656
1259,Nick Howell,Longwood,901.1095185
1260,AJ Kedge,Air Force,901.075
1261,Garrett Blenkush,Air Force,900.75
1262,Ackeen Colley,Oklahoma,900.7434093
1263,Jack Joyce,Virginia Tech,900.543344
1264,Chris Floyd,Air Force,900.475
1265,Blake Lowery,Florida,900.4229481
1266,Nate Fedel,Creighton,900.4057
1267,Cory Landon,Wichita State,900.4046468
1268,JACKSON SCHENONE,Unattached,900.25
1269,Nathan Buttry,Northern Colorado,900.1
1270,Wilson Young,Northern Colorado,900.025
1271,MATT GOECKEL,Unattached,900
1272,Jacob Dewitt,Southern Illinois,899.9619975
1273,Mitchell Sanders,Georgia Tech,899.8541244
1274,Patrick LaCour,TCU,899.7934093
1275,Roberto Castro,UNC-Asheville,899.4345185
1276,Sam Morton,Dartmouth,899.3700973
1277,Casey Conboy,Duquesne,899.35
1278,Ryan Taylor,DePaul,899.3307
1279,Geofrey Kemboi,Utah Valley,899.266859
1280,Aaron Brumbaugh,Santa Clara,898.9669824
1281,Henry Butz,TCU,898.9184093
1282,Sean Brown,Lehigh,898.897713
1283,Michael Renner,Arizona State,898.8608421
1284,Ben Wagoner,Bradley,898.7369975
1285,Dominic Dyer,Columbia,898.6645531
1286,Thomas Porter,Austin Peay,898.6552642
1287,Tyler Jones,Georgia,898.5296468
1288,Boston Small,Creighton,898.3057
1289,Tayvon Burris,Hampton,897.8095185
1290,Patrick Sheehan,North Carolina St.,897.7270873
1291,Thomas Nobbs,Washington,897.7046468
1292,Owen Krewson,Oklahoma State,897.5619975
1293,Noah Cummisford,Calvin,897.475
1294,Kurt Loevenstein,Kansas State,897.3434093
1295,Benjamin Bockoven,Xavier (Ohio),897.3307
1296,Jordy Hewitt,Michigan,897.0562404
1297,Michael Laughlin,Dayton,896.991859
1298,Ben Savino,Ole Miss,896.8628013
1299,Hezron Kiptoo,Austin Peay,896.7302642
1300,Travis Hodge,Kansas State,896.6684093
1301,Godwin Kimutai,Campbell,896.6200973
1302,Jack Davidson,Santa Clara,896.5713979
1303,Kavanaugh Fitzpatrick,UNWI,896.4369975
1304,Bradford DeMassa,Lehigh,896.4303713
1305,Tullus Dean,Xavier (Ohio),896.4057
1306,Chet Goerzen,U. of Victoria,896.2358421
1307,Joe Spriggs,Radford,896.2345185
1308,QUINN NICHOLSON,UNA GTOWN,896.1388135
1309,Nathan Nadal,UMBC,895.7645531
1310,Antony Kosgei,UTEP,895.65
1311,Krey Ramsey,Weber State,895.6044474
1312,Matt Gagen,DePaul,895.5557
1313,Tommy Consalvo,Quinnipiac,895.4910406
1314,Seth Brown,Baylor,895.4684093
1315,Braydon Rennie,Tulsa,895.3619975
1316,Dane Boegner,TCU,894.9684093
1317,Jackson Stamper,Creighton,894.7807
1318,Zac Hoyt,Winthrop,894.7095185
1319,John Tatter,North Carolina,894.3062404
1320,Dylan Brokmeyer,TCU,894.1684093
1321,Justin Allone,Seton Hall,894.0557
1322,Preston Cates,Arkansas,893.989202
1323,Carmeron Dickson,Northeastern,893.8950973
1324,Will Finch,Central Michigan,893.875
1325,Payton Stanley,TCU,893.8684093
1326,Blaine Stuart,TCU,893.6434093
1327,Ben Iten,Claremont-Mudd-Scripps,893.6358421
1328,Harrison Thomas,Vanderbilt,893.6229481
1329,Trevor Dominy,Charleston Southern,893.5877699
1330,Bryce Hoppel,Kansas,893.5796468
1331,Zach Black,Iowa State,893.4684093
1332,Nicholas Fraser,UNWI,893.3869975
1333,Kevin Menyes,Xavier (Ohio),893.3807
1334,Andrew Stanley,Liberty,893.2546468
1335,John Bapties,Longwood,893.2345185
1336,Aiden Smyth,Stony Brook,893.063737
1337,Tyler Smith,Austin Peay,893.0302642
1338,Sean Parker,Connecticut,892.8645531
1339,Cole Kretlow,Seton Hall,892.7557
1340,Chris Biondi,Stony Brook,892.6046468
1341,Noah Healy,Iowa,892.566859
1342,Austin Rendon,UN13,892.5296468
1343,Cooper Williams,Indiana,892.5119975
1344,Jaymee Domoney,Charleston Southern,892.5102049
1345,Liam Belson,UNA2,892.5046468
1346,Rusty Kujdych,Georgetown,892.2256643
1347,Aidan King,Creighton,892.1807
1348,Cal Johnston,Baylor,892.15
1349,Dylan Allen,Kentucky,892.0479481
1350,Peter Hayden,Ohio State,892.0329754
1351,John Oliver,Winthrop,891.8095185
1352,Theo Hassim,Southern Illinois,891.6869975
1353,Brandin Affrunte,Seton Hall,891.6807
1354,Sam Clausnitzer,Utah State,891.3058369
1355,RYAN McNEILLY,Seton Hall,891.2557
1356,Grayson Brookshire,Morehead State,891.2552642
1357,Tyler Smith,Brown,891.1950973
1358,Dillon Rising,George Fox,891.0608421
1359,Evan Mitchell,Bradley,890.9119975
1360,ASAl BLOOM,Seton Hall,890.8807
1361,Jacob Wozar,Seton Hall,890.5557
1362,Nick Deal,Florida,890.4979481
1363,Zach Weland,Duquesne,890.475
1364,Jamont Hike-Charles,Hampton,890.4345185
1365,Kimathi Johnson,Illinois State,890.391859
1366,Dominic Bruce,DePaul,890.2807
1367,Nick Kenville,Oklahoma State,890.1869975
1368,RICHARD STEPHENS,Seton Hall,890.0557
1369,Ethan Koza,Lehigh,889.9895531
1370,MATT LEMOINE,Seton Hall,889.9057
1371,Sirish Modhagala,Seton Hall,889.8307
1372,Bryce Shirley,Creighton,889.8057
1373,Meyer Makemsom,Murray State,889.5302642
1374,Matt Aho,Bradley,889.5119975
1375,Kiro Morkus,Presbyterian,889.1095185
1376,Micah Pratt,William and Mary,888.9805125
1377,Zach Cook,Missouri,888.9729481
1378,Thomas Laville,LSU,888.85
1379,Seth Slavin,Lehigh,888.5200973
1380,Brendan Hoff,U. of Victoria,888.5108421
1381,Bailey Hesse-Withbroe,Iowa,888.266859
1382,Patrick Walsh,Rutgers,888.0579754
1383,Kieran Schuetterle,Presbyterian,887.8595185
1384,Josh Romine,Duke,887.8109865
1385,Reid Parsons,Southern Illinois,887.7869975
1386,Colton Nettleton,Saint Louis,887.25
1387,David Leff,Binghamton,887.1395531
1388,Nick Porter,Bradley,886.8869975
1389,Nick O'Keeffe,Longwood,886.6845185
1390,Jacob Bryan,Southern Illinois,886.5119975
1391,Joseph Stone,SIU Edwardsville,886.2302642
1392,Todd Gunzenhauser,Charlotte,886.2119975
1393,Ryan Pitner,Miami (Ohio),886.166859
1394,Michael Church,Southern Illinois,885.9869975
1395,Mikolaj Krajewski,Unattached,885.9858421
1396,David Scherrer,Brown,885.8700973
1397,Fahd Nasser,Princeton,885.8119975
1398,Bennett Barnett,Texas Tech,885.6869975
1399,Jonathan Sandlund,Baylor,885.675
1400,Connor Hughes,Texas Tech,885.5869975
1401,Luke Harmon,Presbyterian,885.5595185
1402,Kyle Bussard,Ohio,884.9888135
1403,Joey Palumbo,Tennessee-Martin,884.6552642
1404,Jacob Korgan,Nebraska,884.5329754
1405,Jake Lane,Winthrop,884.4845185
1406,Shawn Hutchison,St. Joseph's (Pa.),884.3145531
1407,Andrew Pilat,Eastern Illinois,884.15
1408,Ian Eklin,Iowa,884.091859
1409,Will Kimball,Claremont-Mudd-Scripps,883.5108421
1410,Samuel Hermanns,Gardner-Webb,883.4595185
1411,Jack Shea,Northern Arizona,883.2815462
1412,PJ Murray,Johns Hopkins,883.2450973
1413,Austin Byrer,Weber State,883.149481
1414,Sam Williamson,Purdue Fort Wayne,882.675
1415,Bogdan Podgaisky,Gardner-Webb,882.4845185
1416,Reed Brown,Oregon,882.4589884
1417,Allen Clark,Furman,882.1829028
1418,Tom Moulai,Kentucky,882.0979481
1419,Corey Champion,Jacksonville St.,881.6552642
1420,Zaire Huyghue,Hampton,881.5595185
1421,Haydon Cooper,Utah State,881.4055125
1422,Barry Keane,Butler,881.3800269
1423,Micah Meindertsma,Calvin,881.25
1424,Jonny Toombs,U. of Victoria,881.0608421
1425,Jake Birdsong,Presbyterian,880.6845185
1426,Joe Grandizio,Boston U.,880.6450973
1427,Daniel Davis,Austin Peay,880.2302642
1428,Daniel Shaughnessy,Clemson,879.875
1429,Nathaniel Sayles,Gardner-Webb,879.8595185
1430,Eli Canal,Texas A&M,879.6979481
1431,Connor Hendrickson,Virginia,879.2350656
1432,Alex Johnson,Presbyterian,879.0845185
1433,Tyler Bradley,Murray State,878.8552642
1434,Joey Angelina,St. Joseph's (Pa.),878.7395531
1435,Alexander Hirsch,Claremont-Mudd-Scripps,878.6358421
1436,Taylor Clayton,Texas A&M,878.5729481
1437,John Lewis,Clemson,878.55
1438,Timothy Depue,Charleston Southern,878.3595185
1439,Gabriel Haughey,Portland,878.2312404
1440,Jordan Koczenasz,Dayton,878.141859
1441,Nick Feffer,Dartmouth,878.0700973
1442,Cole Clever,Morehead State,877.5302642
1443,Bryce Statham,Florida,877.4979481
1444,Matthew O'Neill,Duquesne,877.275
1445,Ethan Blevins,Charleston Southern,877.0595185
1446,Joshua Bowers,Charleston Southern,876.4845185
1447,Benjamin Drezek,UMass Lowell,876.4805125
1448,Chris Weiland,Mt. SAC,876.2358421
1449,Max Lehnhardt,Miami (Ohio),876.216859
1450,Robert Peck,Purdue Fort Wayne,876.025
1451,Jamie Granata,Cornell,875.9895531
1452,Jack Carmody,Vermont,875.5200973
1453,Christian Bird,Charleston Southern,875.4845185
1454,Andrew Comito,Rutgers,875.4579754
1455,Jacob Coccia,USC Upstate,875.0595185
1456,Alexander Mcclelland,Murray State,875.0302642
1457,Conor Murphy,Rutgers,874.9329754
1458,Colby Caviness,Clemson,874.8
1459,Mitchell Brown,Gardner-Webb,874.6845185
1460,Joe Limo,Radford,874.3595185
1461,Johnathan Condly,Temple,874.341859
1462,Dorian Jones,USC Upstate,874.0845185
1463,Luis Armendariz,Cal Poly,873.8608421
1464,Adam Huff,Charleston Southern,873.8595185
1465,Andrew Abel,Austin Peay,873.8552642
1466,Hayden Courrege,LSU,873.625
1467,Drew Thomas,Charleston Southern,873.5595185
1468,Trayvon Harris,Charleston Southern,873.4845185
1469,Keith Terry,Charleston Southern,873.4595185
1470,Joshua Clark,St. Joseph's (Pa.),873.2645531
1471,Genaro Anzalone,Rutgers,873.1579754
1472,Austin Scola,Providence,873.1250459
1473,Aaron Gebhart,Charlotte,873.0562404
1474,Darby Pillow,Morehead State,872.7302642
1475,Nick Hutchison,Rutgers,872.5579754
1476,Samuel Moran,Purdue Fort Wayne,872.5
1477,James Konugres,Santa Clara,872.491859
1478,Cade Hindley,Rutgers,872.1579754
1479,Nick Miller,Ohio State,872.0329754
1480,Billy Hill,Rutgers,871.9579754
1481,Will Berger,Rutgers,871.9329754
1482,Harrison Tillman,Texas A&M,871.9229481
1483,Riley Slone,Jacksonville St.,871.6552642
1484,Peter Weiss,George Fox,871.5108421
1485,Jeff Kirwin,Baylor,871.425
1486,Garek Bielaczyc,Texas,870.8009617
1487,Colin FitzGerald,California,870.666859
1488,Charlie Samarzich,SE Missouri,870.6302642
1489,Danny Daurio,Rider,870.5645531
1490,Brian Spolarich,Pittsburgh,870.4950973
1491,Alex Cornwell,Charlotte,870.4656603
1492,Oaklee Hauschild,Missouri,870.4229481
1493,Antonio Carbajal,UC Riverside,870.4
1494,Larry McNary,Tennessee St.,869.6552642
1495,Spencer Dodds,Virginia,869.6329236
1496,Blake Baldassaro,LSU,869.425
1497,Sean Sullivan,Boston College,869.2100656
1498,Charlie Harris,Claremont-Mudd-Scripps,869.1858421
1499,Andy Smith,Auburn,869.1229481
1500,Griffin Barger,Dayton,868.891859
1501,Nash Young,Austin Peay,868.7302642
1502,Matthew Estopinal,Vanderbilt,868.5479481
1503,Garrett Hamilton,LSU,868.5
1504,Jesse Millson,Florida,868.0229481
1505,Bobby Hastie,St. Joseph's (Pa.),867.8895531
1506,Joseph Redman,Austin Peay,867.8552642
1507,Jackson Higley,Saint Louis,867.6
1508,Christian Slone,Murray State,867.0052642
1509,Ben Weir,U. of Victoria,866.8858421
1510,Spencer Tsai,William and Mary,866.8305125
1511,Kyle Montgomery,LSU,866.725
1512,Thomas Mosley,Tennessee St.,866.1802642
1513,Alex Barton,Purdue Fort Wayne,865.9
1514,Lucas Mowery,Vanderbilt,865.6229481
1515,Grant Hauver,UMass Lowell,865.5200973
1516,Ryan Sharkey,Miami (Ohio),865.416859
1517,Tony White,Jacksonville St.,865.4052642
1518,Oscar Vazquez,Buffalo,865.2395531
1519,Patrick Perrier,Vanderbilt,865.2229481
1520,Isaiah Page,UTEP,865.125
1521,Kyril van Schendel,Claremont-Mudd-Scripps,865
1522,John Frieson,Tennessee St.,864.6802642
1523,Joshua Velasco,LA Harbor,864.6108421
1524,Brandon Shields,UC Riverside,864.4
1525,Nick Steele,Villanova,864.2004414
1526,Seth Emmenegger,Jacksonville St.,864.0052642
1527,Kurt Unger,Purdue Fort Wayne,863.725
1528,Donovan Mears,Temple,863.4768558
1529,Jeremiah Burns,Jacksonville St.,863.3802642
1530,Austin Rockstroh,Purdue Fort Wayne,863.1
1531,Cody Kingman,UMass Lowell,863.0700973
1532,Michael Wyman,Providence,862.8505354
1533,Marcus Abdul,Tennessee St.,862.8052642
1534,Anthony Hawthorne,La Salle,862.5895531
1535,Henry Huff,Baylor,862.525
1536,Martin Luevano,UTSA,862.3608421
1537,Nick Morrison,Jacksonville St.,862.2802642
1538,Trevor Reinhart,Yale,862.1305125
1539,Cole Klashinsky,UT-Arlington,862.116859
1540,Michael Lee,LSU,861.975
1541,Quintsontro Irby Jr.,Tennessee St.,861.8052642
1542,Allan Ortiz,UTEP,861.45
1543,Clayton Duchatschek,Wichita State,861.3929854
1544,Marcello Marrero,Jacksonville St.,861.3802642
1545,Dylan Sykes,Miami,861.2850656
1546,Russell Waters,Tennessee St.,861.0052642
1547,Jordan Finlay,Wis.-Green Bay,860.975
1548,Cole Ralenkotter,Morehead State,860.6802642
1549,Kendall Westhoff,UMass Amherst,860.6450973
1550,Michael Sims,UTEP,860.55
1551,Dan Lathrop,Illinois,860.5062404
1552,Josh Grogan,Morehead State,860.4052642
1553,Kevin Davis,Wis.-Green Bay,860.175
1554,Collin De Julio,Unattached,860.1358421
1555,Ryan Rafferty,Monmouth,859.9645531
1556,Kole Pettit,Jacksonville St.,859.8802642
1557,Whitlock Caleb,Purdue Fort Wayne,859.85
1558,Matthew O'Connor,SIU Edwardsville,859.8052642
1559,Michael Thompson,Tennessee St.,859.7802642
1560,Daniel Maes,UTEP,859.575
1561,Edgar Gonzalez,UTEP,859.35
1562,Jasper Rosenau,Wis.-Green Bay,859.15
1563,Daniel Connelly,Stony Brook,859.0429854
1564,Bryce Legois,Wis.-Green Bay,858.975
1565,Ben Ewert,Louisville,858.9600656
1566,Humberto Freire,Florida State,858.941859
1567,Andre Bollam-Godbott,Akron,858.8638135
1568,Adam Plough,Wis.-Green Bay,858.85
1569,Jacob Fierst,Wis.-Green Bay,858.775
1570,Dylan Dombi,Youngstown St.,858.75
1571,Matt Harper,Louisville,858.7100656
1572,Clark Otte,Butler,858.5113671
1573,Matthew Wiefels,Miami,858.4850656
1574,Henrik Anderson,Georgia Tech,858.2450973
1575,Martin Prodanov,Missouri,858.2413631
1576,James Hassell,Miami,858.1850656
1577,Samuel Fleischman,Miami,858.0850656
1578,Sean Newcomb,Southern Utah,858.0562404
1579,Sean Hagert,Miami,858.0100656
1580,Taj Bland,Miami,857.9850656
1581,Michael Ramirez,San Bernardino Valley,857.9608421
1582,Brett Haffner,Illinois State,857.416859
1583,David Vorbach,Columbia,857.3645531
1584,Jorge Estrella,Santa Clara,856.6444425
1585,James Wilkes,New Hampshire,855.8700973
1586,Alex Torres,Fresno Pacific,855.8108421
1587,Spencer Brown,Georgetown,855.5584248
1588,Solomon Fountain,Columbia,854.7895531
1589,Adam Herrera,Incarnate Word,854.441859
1590,Augostine Lisoreng,Liberty,854.4179854
1591,Daniel Maneloveg,San Francisco,854.3752751
1592,Chris Melgares,Kansas,854.0728894
1593,Nik Sjogren,Unattached,853.6858421
1594,Stephen Flanagan,Northeastern,853.5200973
1595,Steven Khan,California,853.016859
1596,James Maniscalco,Connecticut,852.2395531
1597,Adam Gonzalez,Fresno Pacific,851.5858421
1598,Justin Kelly,Stony Brook,851.1950973
1599,Jared Lautenslager,UT-Arlington,850.291859
1600,Angus White,Providence,849.948969
1601,Jack Tiernan,Wake Forest,849.8929854
1602,Eric Smart,UMBC,849.7145531
1603,Pedro Sepulveda,UTSA,849.5108421
1604,Isaac Davis,Penn State,849.4858544
1605,Luke Peterson,North Carolina,848.8950973
1606,Colton Johnsen,Washington St.,848.8713524
1607,Heath Warren,Oklahoma,847.691859
1608,Wilson Ives,Claremont-Mudd-Scripps,847.4608421
1609,Thomas Flannery,Buffalo,847.2145531
1610,Jesse Hunt,North Carolina,846.6138135
1611,Kendall Muhammad,Kentucky,846.5484647
1612,Cameron Field,Tulsa,846.1812404
1613,Devin Paredes,Adams State,845.4358421
1614,Garrett Condelario,Idaho State,845.4180248
1615,Mitchell Towne,Miami (Ohio),845.216859
1616,Seamus White,Arizona,844.9558971
1617,Peter Garmon,Connecticut,844.7395531
1618,Samuel Boone,Arkansas,844.2388135
1619,Deion Hardy,Incarnate Word,844.041859
1620,Evaristo Mateo,San Jose St.,843.4358421
1621,Kevin Lawson,Dayton,842.891859
1622,Jorge Perez,Oklahoma State,842.3528381
1623,Andrew Carlin,George Mason,842.2895531
1624,Neville Caulfield,Vermont,842.1450973
1625,Peter Borger,Richmond,842.0305125
1626,Jared Gonzalez-Perez,Utah Valley,841.766859
1627,Zach Marchinko,Charlotte,841.5812404
1628,Isaiah Lozano,UC Santa Barbara,841.4608421
1629,Jorge Quintero,Incarnate Word,840.691859
1630,Owen Wing,Penn State,840.2839935
1631,John Benner,Vermont,839.9450973
1632,Tim Euler,Monmouth,839.8645531
1633,Zach Gentry,Oklahoma,839.666859
1634,Alexander Roth,Penn,839.5638135
1635,Thomas Broatch,British Columbia,839.5108421
1636,Jake Hoffert,Bradley,839.3062404
1637,David Melville,Harvard,838.9429854
1638,Christian Raslowsky,Santa Clara,838.666859
1639,Tyler Dau,Florida State,837.691859
1640,Ralph Mendoza,Mt. SAC,837.5858421
1641,Robert Whitney,Cornell,837.4645531
1642,Greyson Winiger,Eastern Kentucky,837.2638135
1643,Paul Bete,Ohio State,836.8179854
1644,Andrew Doherty,Oklahoma,836.766859
1645,Luis Huerta,Mt. SAC,835.6858421
1646,Jonathon Connor,Connecticut,835.0895531
1647,Baptiste Jard,Incarnate Word,834.991859
1648,Harry Monroe,Virginia,834.9888135
1649,Ian Crowe-Wright,New Mexico,834.8312404
1650,Seth Eliason,Minnesota,834.7179854
1651,Kyle Vernot,Dayton,834.166859
1652,William Fallini-Haas,Unattached,833.8108421
1653,Robert Miranda,Yale,833.6305125
1654,Joshua Rahn,UMass Amherst,833.4950973
1655,Ben Harper,California,833.391859
1656,Victor Garifo,Stony Brook,832.7395531
1657,Trevor Warren,Kentucky,832.7388135
1658,Reese Jordan,Indiana,832.194575
1659,Manuel Carranza,Fresno Pacific,831.9858421
1660,Jake Gillum,Illinois State,831.916859
1661,Micah Mather,South Dakota St.,831.5805125
1662,Ian Denis,Vermont,831.3950973
1663,Evan Misuraca,Santa Clara,831.241859
1664,Chris Corcoran,Florida State,830.591859
1665,Michael Reilly,Georgia Tech,830.5138135
1666,Jake Smith,UTSA,830.1858421
1667,Christopher Gonzalez,Incarnate Word,829.391859
1668,Mark Myers,North Carolina,829.3200973
1669,Luke George,Oklahoma,828.841859
1670,jeremy dvorak,Unattached,828.4108421
1671,Israel Orihuela,Incarnate Word,828.316859
1672,Zachary Lanigan,Brown,828.3138135
1673,Paul Casavant,Cornell,828.0645531
1674,Hawk Call,Utah Valley,827.841859
1675,Connor Butterfield,UT-Arlington,827.416859
1676,Michael Mitchell,Lehigh,827.2700973
1677,Ian Kebenei,Arizona State,826.6608421
1678,Brandon Edmondson,Utah Valley,826.641859
1679,Bailey Timmons,Nebraska,826.5179854
1680,Kyle Burks,Indiana,826.3693896
1681,Spencer Herbstritt,Incarnate Word,826.316859
1682,Zach Zimmerman,Ohio,826.1388135
1683,John O'Hagan,Santa Clara,826.016859
1684,Jon Dooling,George Washington,825.7645531
1685,Derek King,Oklahoma,825.741859
1686,Ethan Donley,Kansas,825.5555125
1687,Eliseo Rodriguez,UT-Arlington,825.516859
1688,Lucas Capistrant,Illinois State,825.316859
1689,Nikolaus Moore,California,825.141859
1690,Brady Steele,UT-Arlington,825.016859
1691,Xander Olivero,Santa Clara,824.941859
1692,Adrian Hernandez Jr.,Mt. SAC,824.9358421
1693,Tyler Martin,Incarnate Word,824.891859
1694,Victor Bocanegra,UT-Arlington,824.866859
1695,Owen Hoeft,Minnesota,824.5179854
1696,Isaac Schmidt,Montana State,824.0049802
1697,Fearghal Curtin,Arizona State,823.5841794
1698,Gabe Peters,South Dakota St.,823.5805125
1699,Nick Norton,Lehigh,823.4895531
1700,Scott Pourshalchi,Johns Hopkins,823.2450973
1701,Adam Wilkinson,Claremont-Mudd-Scripps,823.2358421
1702,Craig Corti,Wake Forest,822.5429854
1703,Nick Shampoe,Arizona State,821.5608421
1704,Patrick Craemer,Una.,821.2395531
1705,Zack Penrod,Wichita State,820.5929854
1706,Rhys Kramer,British Columbia,819.9108421
1707,Patrick Lynch,William and Mary,819.7055125
1708,Jake Lonsdale,George Mason,819.0145531
1709,Chandler Maciel,Fresno Pacific,818.2858421
1710,Kellen Manley,Gonzaga,816.9850148
1711,Jacob Burgamy,Campbell,816.8277953
1712,Conner James,George Washington,816.8145531
1713,Alec Haines,Oklahoma State,816.6891533
1714,Chris Sobczak,Simon Fraser,816.6858421
1715,Jonathan Lomogda,Yale,815.9055125
1716,Alex Doran,Johns Hopkins,815.3950973
1717,Ryan Gallagher,Providence,815.1671793
1718,Brett Hickman,Unattached,815.1108421
1719,Ben Evans,Temple,814.6395531
1720,Matthew Arnold,Lamar,814.0305125
1721,Luca Chatham,UTSA,813.5858421
1722,George Letner,Kansas,813.3544582
1723,Victor Yegon,Lehigh,812.4895531
1724,Jonathan Pelham,Georgia,812.3013976
1725,Nathan Garcia,Cal St. Monterey Bay,812.0858421
1726,Josh Higgins,Pittsburgh,811.6200973
1727,James Brinyark,Alabama,810.6399722
1728,Mathew David,UTSA,810.6108421
1729,Evan Jerolaman,Monmouth,810.3645531
1730,Daniel Cohen,Penn,810.0714464
1731,Philip Hall,North Carolina St.,809.9062404
1732,Brian Kettle,Michigan State,809.8345166
1733,Ben McCoy,Brown,809.7700973
1734,Taylor Vroon,Belmont,809.5083826
1735,Daniel Fleace,Louisville,809.3179854
1736,Josh Rodriquez,UTSA,809.1608421
1737,Michael McDonald,UMass Amherst,807.9450973
1738,Isaiah Gonzalez,San Bernardino Valley,807.7358421
1739,Shaun Hopkins,Akron,807.6888135
1740,Kaeo Kruse,Harvard,807.5179854
1741,Kyle Griffith,Purdue,806.8521043
1742,Cameron Priest,Unattached,806.3358421
1743,Colin Cannon,George Mason,806.1645531
1744,Ryan Ansel,Quinnipiac,806.1450973
1745,Jakob Wickert,Akron,805.7638135
1746,Nick Rink,Minnesota,805.7429854
1747,Benjamin Eddy,Charleston Southern,805.5032629
1748,Charles Mills,Texas,805.0827571
1749,Josh Meyer,George Fox,804.9608421
1750,Tyler Rollins,Pittsburgh,804.3700973
1751,Conor Malanaphy,Stony Brook,804.0895531
1752,Ryan Johnston,Louisville,803.9929854
1753,Ariel Conde,LA Harbor,803.6108421
1754,Zachary Levet,William and Mary,803.2305125
1755,Davis Clark,New Hampshire,802.6200973
1756,Cole Hoff,Duke,802.4597259
1757,Roberto Mazzone,British Columbia,802.2858421
1758,Felix Kandie,Liberty,802.2429854
1759,Tyji Mays,Temple,802.0395531
1760,Cade Brown,Yale,801.5055125
1761,Mitchell Basher,U. of Victoria,800.9858421
1762,Reece Donihi,New Mexico,800.9264481
1763,Jackson Morton,Pittsburgh,800.8950973
1764,Nicholas Smart,La Salle,800.0145531
1765,Iolo Hughes,New Mexico,799.783906
1766,Carlos DeLaTorre,San Bernardino Valley,799.7108421
1767,Noah Carey,Penn,799.6437791
1768,Connor Delahanty,Johns Hopkins,799.1950973
1769,Alex Hanson,Central Arkansas,798.8179854
1770,Joel Swiatkowski,Cal St. Monterey Bay,798.4858421
1771,Kurt Convey,Penn,798.3138135
1772,Allen Siegler,Yale,798.1305125
1773,James Garbier,Northeastern,797.5200973
1774,Joseph Dicke,Arizona State,797.2858421
1775,Spencer Elmore,George Fox,796.1108421
1776,Quinn Serfass,Temple,796.0395531
1777,Andrew Matson,Georgia Tech,795.8700973
1778,Mauricio Ramos,San Bernardino Valley,795.6475676
1779,Daniel Smith,Tennessee-Martin,795.498162
1780,Luis Garcia,San Bernardino Valley,794.9608421
1781,Mason Gatewood,Penn,794.7388135
1782,Kyle Faddis,Boston College,794.2450973
1783,Matt Bodon,Monmouth,794.0895531
1784,Riley Collins,Montana State,793.8679854
1785,William Fuchs,Cal Poly Distance Club,793.8358421
1786,Lukas Nelson,South Dakota St.,793.2055125
1787,Scott Halsted,San Francisco,793.0815462
1788,Daniel Plunkett,SE Missouri,792.8743184
1789,Matthew Morris,Cal St. Monterey Bay,792.7358421
1790,Nick Doan,Liberty,792.2679854
1791,Javier Ubaldo,Unattached,791.6608421
1792,William Daly,Penn,791.2638135
1793,Brandon Tubby,North Carolina,791.0700973
1794,Justin Loquercio,Missouri,790.8458873
1795,Adam Klein,Arizona State,790.6108421
1796,Patrick Bayuex,Columbia,790.2645531
1797,Timothy Kaelin,George Fox,789.5858421
1798,Matthew Courtenay,Iona,789.5638135
1799,Nicolas Sevilla-Connelly,New Hampshire,789.5200973
1800,Charles Cooper,Duke,789.4571282
1801,Karson LeComte,Nebraska,789.0929854
1802,Koy Moore,Southern Utah,788.8849811
1803,Chase Ballard,Belmont,788.6447753
1804,Jonathan Matson,Fresno Pacific,788.5858421
1805,Tyler Fox,Georgia,788.4805125
1806,Tom Long,Rider,788.3895531
1807,Nathaniel Reichard,Georgia,788.3180826
1808,Stephen Schulz,Syracuse,787.9950973
1809,Evans Kipchumba,Tulane,787.5429854
1810,Caleb McClain,San Francisco,787.1440122
1811,Alex Mocarski,Cornell,786.5395531
1812,Will LaCroix,Vermont,786.4950973
1813,Connor Olson,Minnesota,786.0179854
1814,Jessi Cuellar,LA Harbor,785.7358421
1815,Joe Petty,Idaho State,785.4055125
1816,David Bergamasco,Charleston Southern,785.0048183
1817,Patrick Dye,Johns Hopkins,784.9950973
1818,Hunter Moore,Indiana,784.9062404
1819,Jacob Skarr,LA Harbor,784.8608421
1820,Liam Foster,Simon Fraser,784.0108421
1821,Brendan McGill,Bucknell,783.5200973
1822,Mitchell Poynter,Penn,782.9638135
