Elo rank,NAME,TEAM,elo
1231,Alex Ortiz,Saint Louis,929.475
1232,Nick Dolan,Saint Louis,929.175
1233,Kyle Hibinger,Bowling Green,929.0351112
1234,Lewis Tate,Michigan,929.0119975
1235,Ethan Frisone,Loyola Marymount,928.9762454
1236,Jack Randall,Calvin,928.975
1237,Tannock Blair,Saint Louis,928.9
1238,PRICE OWENS,UNA GTOWN,928.8638135
1239,Kane Dixon,Unattached,928.7
1240,Daniel Connelly,Stony Brook,928.5829467
1241,Santiago Ruiz,Sacramento St.,928.1785763
1242,Aaron Gilliam,McNeese State,928.0648822
1243,Kevin Pack,Western Carolina,928.0117436
1244,Danny Peterson,Marquette,927.9057
1245,Jonah Henry,Wyoming,927.775
1246,Isaiah Quiambao,San Diego,927.7262454
1247,Jack Frimodig,UC Riverside,927.525
1248,Noel Preece,Longwood,927.4345185
1249,Owen Hoeft,Minnesota,927.212777
1250,Brendan Taylor,Oklahoma,927.0434093
1251,Jun Reichl,Valor TC,926.5858421
1252,Jackson Pearce,San Diego,926.5512454
1253,Jason Rae,Portland State,926.4535763
1254,Justin Tucker,Western Carolina,926.3867436
1255,Ethan Kossover,Wichita State,926.1296468
1256,Will Kitzhaber,Air Force,925.95
1257,Matthew Mercer,Buffalo,925.8895531
1258,Matthew Cavanaugh,Marquette,925.8307
1259,Rusty Kujdych,Georgetown,925.8269757
1260,Brian Dengler,Bucknell,925.8235808
1261,Johnny Kemps,Boston U.,925.2450973
1262,Banner Plumb,Presbyterian,925.1095185
1263,Samuel Knee-Robinson,Duquesne,925.1
1264,Brian Yanez,UT-Rio Grande Valley,925.0648822
1265,Dylan Scarsone,Georgetown,924.8119975
1266,Sam Katulich,Samford,924.8117436
1267,Patrick Bruce,San Diego,924.3512454
1268,Ryan Ioanidis,Air Force,924.175
1269,Cooper West,Montana State,924.0258545
1270,Tannor Wagner,Wisconsin,923.8555125
1271,Miles Christensen,Claremont-Mudd-Scripps,923.6858421
1272,Derek D'Amelia,St. Mary's (Cal.),923.3512454
1273,Diego Lavieri Sosa,Mercer,923.3117436
1274,Micah Pratt,William and Mary,923.1994795
1275,Shane Rigsby,Morehead State,923.1302642
1276,Shea Whatley,Texas Tech,922.9684093
1277,Duncan Gotfredson,Presbyterian,922.8345185
1278,William Brisman,Connecticut,922.7645531
1279,Logan Kitchen,Purdue Fort Wayne,922.725
1280,RYAN BIRKMEIER,Unattached,922.475
1281,Tommy Bell,St. Mary's (Cal.),922.4262454
1282,John Dalton Rohr,Miss State,922.4058483
1283,Scott McKenzie,Mercer,921.8867436
1284,Henry Harper,DePaul,921.8307
1285,Domenic Rehm,Eastern Washington,921.6035763
1286,Alex Riggsby,St. Mary's (Cal.),921.5512454
1287,Ciaran O'Leary,Gonzaga,921.0555125
1288,Brendan Hebert,Texas,921.0434093
1289,ALEX SCALES,Unattached,920.85
1290,Isaiah Rodarte,Adams State,920.8108421
1291,Brady Lance,St. Mary's (Cal.),920.7512454
1292,Zach Balleau,Murray State,920.6552642
1293,Drake Henrichs,Northern Iowa,920.6453818
1294,Jordan Howerton,UNC-Asheville,920.6095185
1295,Colin Alexander,UNC-Greensboro,920.5117436
1296,Justin Eipp,UC Riverside,920.4
1297,Tyler Rollins,Pittsburgh,920.205883
1298,Osman Humeida,Virginia Tech,920.0894836
1299,Ian Converse,San Diego,920.0262454
1300,Henry Mierzwa,Marquette,919.9057
1301,Ethan Steiner,San Diego,919.3512454
1302,Evan Addison,Pittsburgh,919.3200973
1303,GRIFFIN GANZ,Unattached,919.275
1304,Jeremy Shipley,Citadel,919.1867436
1305,Peter Cotsirilos,Cal Poly,919.025
1306,James Fitzgerald,Northern Arizona,918.8869975
1307,Adam Fahey,Pepperdine,918.7262454
1308,Ryan Sharkey,Miami (Ohio),918.7038494
1309,Jack Rogers,Florida,918.6229481
1310,Coby Price,Hampton,918.4345185
1311,Cody Chism,Morehead State,918.2302642
1312,Nicholas Dinsdale,San Diego,918.1762454
1313,Logan Kleam,Central Michigan,918.1
1314,Daniel Lawton,Butler,918.0557
1315,Thomas Wilfert,UC Santa Barbara,917.9608421
1316,Marc Reiser,Mercer,917.9367436
1317,Eli Oftedal,Colorado St.,917.75
1318,Anthony Vazquez,St. Mary's (Cal.),917.7012454
1319,Riley DeMeulenaere,Loyola (Ill.),917.5453818
1320,Marcus O'Leary,San Diego,917.2762454
1321,Andrew Akright,Charleston Southern,917.126806
1322,Ty Buckley,Michigan State,917.0119975
1323,Johnathan Drinkward,San Diego,916.9262454
1324,Lane Johnson,Citadel,916.7617436
1325,Octavio Rubio,San Diego,916.6512454
1326,Matt Inman,Charleston Southern,916.6138135
1327,Matt Inman,Charleston Southern,916.6138135
1328,Benjamin McDermott,Stony Brook,916.5895531
1329,Kyle Levermore,Arkansas,916.4229481
1330,Blair Bijeau,Winthrop,916.3095185
1331,Marshall Wheeler,Air Force,916.3
1332,Shane Knanishu,DePaul,916.2807
1333,Logan Hall,Illinois,916.2394688
1334,Zach Arias,Loyola Marymount,916.1512454
1335,Justin Touhey,Pepperdine,916.1262454
1336,Kyle Peterson,Montana,916.0035763
1337,Patrick Holbrook,Saint Louis,915.825
1338,Terry Young,Western Carolina,915.6367436
1339,Jake Johnson,Texas,915.5003673
1340,Brayden Huddleston,Bradley,915.1869975
1341,Dane Blomquist,Adams State,915.1358421
1342,Nick Bailey,Northern Colorado,914.925
1343,Ben Vanderbosch,Montana,914.7535763
1344,Kellen Reeves,VMI,914.5617436
1345,Conor Fagan,DePaul,914.5557
1346,Wal Khat,Northern Iowa,914.4453818
1347,Matt Levonick,USC Upstate,914.2345185
1348,Sem Sultanov,North Florida,914.1558483
1349,Sukhi Khosla,Oklahoma State,914.0812404
1350,Dylan Brenneman,Kansas State,913.9184093
1351,Nathaniel Reichard,Georgia,913.7875732
1352,Calum Kepler,Wyoming,913.6
1353,Andres Delgado,UC Riverside,913.6
1354,Davis Clark,New Hampshire,913.5995103
1355,Adam Hohlbein,Citadel,913.5617436
1356,Christopher Nowak,Buffalo,913.5395531
1357,Liam O'Connell,SIU Edwardsville,913.5302642
1358,Peter Rindfuss,Providence,913.4950973
1359,Brady Bobbitt,Penn State,913.4119975
1360,Matthew Morgan,North Texas,913.3898822
1361,Bryce Hedman,Stony Brook,913.3546468
1362,Nicholas Monkemeyer,Creighton,912.8807
1363,Caleb Albrecht,Western Carolina,912.6367436
1364,Stevie Steinberg,Claremont-Mudd-Scripps,912.3608421
1365,Christopher Rivas,Marist,912.3479103
1366,Joshua Rogerson,Northern Colorado,912.325
1367,Patrick Sastre,Gardner-Webb,912.2095185
1368,Darr Smith,Georgia,912.1229481
1369,Walt Kitson,VMI,911.7617436
1370,Brandon Hontz,Penn State,911.6869975
1371,Connor Laktasic,Baylor,911.425
1372,Luke Ramirez,Portland State,911.3785763
1373,Paolo Tiongson,Marquette,911.2557
1374,Kaden Eaton,Belmont,911.2552642
1375,Adrian Jones,Utah Valley,911.141859
1376,Aric Kedge,Air Force,911.125
1377,Will LaCroix,Vermont,911.089786
1378,Ryan Phillips,Chattanooga,910.9617436
1379,Conner Killian,Louisiana Tech,910.5398822
1380,Patrick Sheehan,North Carolina St.,910.4724344
1381,Seamus White,Arizona,910.440288
1382,Drew Schultz,Idaho,910.3535763
1383,Devon Heisler,Citadel,910.2367436
1384,Ezekiel Martin,Gardner-Webb,910.2345185
1385,Bradley Davis,Miami (Ohio),910.0713952
1386,Greg Tippmann,Purdue,910.0119975
1387,Luke Nolley,Air Force,910
1388,Clayton Duchatschek,Wichita State,909.8742018
1389,Eric Kersten,Lehigh,909.7308122
1390,Max McClelland,Marquette,909.6807
1391,Alex Barr,UC Santa Barbara,909.6108421
1392,Ben Boatwright,Wofford,909.5617436
1393,Evan Schulte,Missouri,909.4786775
1394,Jacob Stamm,IUPUI,909.4351112
1395,Ian Vickstrom,Portland State,909.4035763
1396,Luke Kerstiens,Indiana State,909.3
1397,Charlie Gardner,Yale,909.2729103
1398,Luke Phillips,Texas Tech,909.2684093
1399,Caleb Kawasaki,Murray State,909.0302642
1400,Sean Newcomb,Southern Utah,908.9981403
1401,Micah Sneller,Chattanooga,908.9367436
1402,DAWSON BESST,Unattached,908.925
1403,Zach Kreft,Notre Dame,908.691859
1404,Bradford DeMassa,Lehigh,908.6349971
1405,Andy Solano,Portland State,908.5285763
1406,Joshua Bell,Georgetown,908.3869975
1407,Walker Gibbs,Wofford,908.3867436
1408,Hunter Jarvis,Winthrop,908.3095185
1409,Jeremy Lozano,DePaul,908.1807
1410,Francis O’Brien,Citadel,907.9117436
1411,Matt Zacharias,Air Force,907.9
1412,Erik Engstrom,UMass Amherst,907.7700973
1413,Gabe Armijo,Houston,907.7148822
1414,Kyle Kredo,Montana,907.7035763
1415,Marek Nowak,Cornell,907.5145531
1416,Jack Moody,Wofford,907.4867436
1417,Chris Butler,Youngstown St.,907.225
1418,Ian Irizarry Negron,VMI,907.1367436
1419,Cameron Beal,Northern Colorado,906.925
1420,James Douglass,UC Santa Barbara,906.8858421
1421,Joshua Topham,Chattanooga,906.8617436
1422,Jackson Vroon,Belmont,906.8552642
1423,Maxwell Wehrle,Creighton,906.7557
1424,Ben Savage,IUPUI,906.7351112
1425,Joseph Minor-Williams,South Dakota St.,906.677843
1426,Zach Lauster,VMI,906.6367436
1427,Tyler White,Western Carolina,906.4617436
1428,Cole Klashinsky,UT-Arlington,906.4452331
1429,Edward Hayfron,High Point,906.4345185
1430,Eric Avalos,Citadel,906.3617436
1431,Dane Szalwinski,Wofford,906.3367436
1432,Colton Egberg,Eastern Washington,906.2285763
1433,Marcus Karamanolis,Providence,906.2229103
1434,Zachary Wyatt,Memphis,906.2058483
1435,Arturo Toro,Northern Colorado,906.025
1436,Austin Fred,Idaho,905.6035763
1437,Sean Meehan,Providence,905.3807
1438,Aaron Bennett,Indiana,905.3619975
1439,Drew Lester,Air Force,905.2
1440,Jeremy Meadows,Baylor,905.2
1441,Jayson Maule,Portland State,905.0285763
1442,Devin Fahey,Houston,904.9398822
1443,Will Oglesby,Tennessee-Martin,904.7302642
1444,Chrishon Dollard,Longwood,904.6095185
1445,Robert Becker,Stony Brook,904.5395531
1446,Ben Cikutovich,Montana,904.5035763
1447,BLAKE HUBERT,Unattached,904.425
1448,Tyler Spencer,Long Beach St.,904.2002875
1449,Erik Gonzalez,Arizona State,904.1858421
1450,Jordan Perez,Xavier (Ohio),904.0557
1451,Jacob Stirpe,Eastern Washington,904.0285763
1452,Ryan Day,Baylor,903.9934093
1453,Michael Hahndorf,Bradley,903.9369975
1454,Kale Sharp,Utah Valley,903.891859
1455,Tristan Irish,Northern Colorado,903.7
1456,Drew Everett,UMass Lowell,903.6296468
1457,Noah Adams,Montana,903.6285763
1458,Payton Gleason,Memphis,903.6058483
1459,Caleb Seely,Idaho,903.3035763
1460,Ethan Sparks,Youngstown St.,903.225
1461,JONATHAN HORTON,Unattached,903.05
1462,Nicholas Mullineux Perrault,Eastern Washington,903.0285763
1463,Noah Stevenson,Kansas State,902.8434093
1464,Tyler Thatcher,Winthrop,902.8345185
1465,Anthony Lemus,Sacramento St.,902.8035763
1466,Andrew Dietrich,Xavier (Ohio),902.7807
1467,Jacob Christner,Eastern Washington,902.6535763
1468,Scott Halsted,San Francisco,902.620283
1469,Abraham Maldonado,Sacramento St.,902.5785763
1470,Bryan Corbaz,Tulsa,902.5619975
1471,Jack Sloan,Eastern Washington,902.5535763
1472,Frank Rossi,Air Force,902.475
1473,Miguel Barrera - Lopez,McNeese State,902.1898822
1474,David Nelsen,Navy,902.0623612
1475,Joseph Wittig,Air Force,901.95
1476,JAROD MOSER,Seton Hall,901.9210239
1477,Pierce Flanders,Kansas State,901.7684093
1478,Derrick Evans,U. of Victoria,901.5108421
1479,Jacob Higa,Northern Colorado,901.475
1480,Alex Plasencia,Minnesota,901.4296468
1481,Dorrian Gordon,Saint Louis,901.275
1482,Luke Estes,Texas Tech,901.2369975
1483,Matt Wisner,Duke,901.1100656
1484,Nick Howell,Longwood,901.1095185
1485,AJ Kedge,Air Force,901.075
1486,Brennan Garriques,Troy,901.0308483
1487,Garrett Blenkush,Air Force,900.75
1488,Ackeen Colley,Oklahoma,900.7434093
1489,Joshua Rahn,UMass Amherst,900.5375634
1490,Chris Floyd,Air Force,900.475
1491,Blake Lowery,Florida,900.4229481
1492,Nate Fedel,Creighton,900.4057
1493,Cory Landon,Wichita State,900.4046468
1494,JACKSON SCHENONE,Unattached,900.25
1495,Nathan Buttry,Northern Colorado,900.1
1496,Wilson Young,Northern Colorado,900.025
1497,MATT GOECKEL,Unattached,900
1498,Jacob Dewitt,Southern Illinois,899.9619975
1499,Patrick LaCour,TCU,899.7934093
1500,Roberto Castro,UNC-Asheville,899.4345185
1501,Casey Conboy,Duquesne,899.35
1502,Ryan Taylor,DePaul,899.3307
1503,Geofrey Kemboi,Utah Valley,899.266859
1504,Aaron Brumbaugh,Santa Clara,898.9669824
1505,Henry Butz,TCU,898.9184093
1506,Sean Brown,Lehigh,898.897713
1507,Michael Renner,Arizona State,898.8608421
1508,Ben Wagoner,Bradley,898.7369975
1509,Thomas Porter,Austin Peay,898.6552642
1510,Tyler Jones,Georgia,898.5296468
1511,Mark Castaneda,Idaho State,898.5270351
1512,Brian Spolarich,Pittsburgh,898.4493986
1513,Boston Small,Creighton,898.3057
1514,Karson LeComte,Nebraska,898.0434284
1515,Tayvon Burris,Hampton,897.8095185
1516,Thomas Nobbs,Washington,897.7046468
1517,Owen Krewson,Oklahoma State,897.5619975
1518,Noah Cummisford,Calvin,897.475
1519,Kurt Loevenstein,Kansas State,897.3434093
1520,Benjamin Bockoven,Xavier (Ohio),897.3307
1521,Jordy Hewitt,Michigan,897.0562404
1522,Michael Laughlin,Dayton,896.991859
1523,Marek Spriesterbach,Texas A&M-CC,896.7648822
1524,Hezron Kiptoo,Austin Peay,896.7302642
1525,Neville Caulfield,Vermont,896.7118493
1526,Travis Hodge,Kansas State,896.6684093
1527,Godwin Kimutai,Campbell,896.6200973
1528,Kavanaugh Fitzpatrick,UNWI,896.4369975
1529,Tullus Dean,Xavier (Ohio),896.4057
1530,Chet Goerzen,U. of Victoria,896.2358421
1531,Joe Spriggs,Radford,896.2345185
1532,Baldvin Magnusson,Eastern Michigan,896.1851112
1533,QUINN NICHOLSON,UNA GTOWN,896.1388135
1534,Nathan Nadal,UMBC,895.7645531
1535,Antony Kosgei,UTEP,895.65
1536,Krey Ramsey,Weber State,895.6044474
1537,Matt Gagen,DePaul,895.5557
1538,Tommy Consalvo,Quinnipiac,895.4910406
1539,Seth Brown,Baylor,895.4684093
1540,Braydon Rennie,Tulsa,895.3619975
1541,Dane Boegner,TCU,894.9684093
1542,Jackson Stamper,Creighton,894.7807
1543,Zac Hoyt,Winthrop,894.7095185
1544,Ian Gabig,Saint Francis University,894.5623612
1545,Spencer Tsai,William and Mary,894.5066405
1546,John Tatter,North Carolina,894.3062404
1547,Dylan Brokmeyer,TCU,894.1684093
1548,Justin Allone,Seton Hall,894.0557
1549,Preston Cates,Arkansas,893.989202
1550,Will Finch,Central Michigan,893.875
1551,Payton Stanley,TCU,893.8684093
1552,Blaine Stuart,TCU,893.6434093
1553,Ben Iten,Claremont-Mudd-Scripps,893.6358421
1554,Harrison Thomas,Vanderbilt,893.6229481
1555,Trevor Dominy,Charleston Southern,893.5877699
1556,Trevor Dominy,Charleston Southern,893.5877699
1557,Bryce Hoppel,Kansas,893.5796468
1558,Zach Black,Iowa State,893.4684093
1559,Tim Heikkila,North Dakota State,893.4453818
1560,Nicholas Fraser,UNWI,893.3869975
1561,Kevin Menyes,Xavier (Ohio),893.3807
1562,Andrew Stanley,Liberty,893.2546468
1563,John Bapties,Longwood,893.2345185
1564,Aiden Smyth,Stony Brook,893.063737
1565,Tyler Smith,Austin Peay,893.0302642
1566,Sean Parker,Connecticut,892.8645531
1567,Cole Kretlow,Seton Hall,892.7557
1568,Chris Biondi,Stony Brook,892.6046468
1569,Noah Healy,Iowa,892.566859
1570,Austin Rendon,UN13,892.5296468
1571,Cooper Williams,Indiana,892.5119975
1572,Jaymee Domoney,Charleston Southern,892.5102049
1573,Liam Belson,UNA2,892.5046468
1574,Aidan King,Creighton,892.1807
1575,Cal Johnston,Baylor,892.15
1576,Nickolas Schmidt,Marshall,892.1123612
1577,Dylan Allen,Kentucky,892.0479481
1578,Peter Hayden,Ohio State,892.0329754
1579,John Oliver,Winthrop,891.8095185
1580,Theo Hassim,Southern Illinois,891.6869975
1581,Brandin Affrunte,Seton Hall,891.6807
1582,Nicholas Fernandes,Houston,891.4648822
1583,RYAN McNEILLY,Seton Hall,891.2557
1584,Grayson Brookshire,Morehead State,891.2552642
1585,Ian Anderson,Boston U.,891.2229103
1586,Dillon Rising,George Fox,891.0608421
1587,Daniel Garcia,Butler,891.0601112
1588,Tate Wyatt,Memphis,891.0308483
1589,Evan Mitchell,Bradley,890.9119975
1590,Benjamin Drezek,UMass Lowell,890.8840795
1591,ASAl BLOOM,Seton Hall,890.8807
1592,Jacob Wozar,Seton Hall,890.5557
1593,Carlos Cabrera,Illinois-Chicago,890.5453818
1594,Zach Weland,Duquesne,890.475
1595,Jamont Hike-Charles,Hampton,890.4345185
1596,Kimathi Johnson,Illinois State,890.391859
1597,Dominic Bruce,DePaul,890.2807
1598,Nick Kenville,Oklahoma State,890.1869975
1599,RICHARD STEPHENS,Seton Hall,890.0557
1600,Ethan Koza,Lehigh,889.9895531
1601,MATT LEMOINE,Seton Hall,889.9057
1602,Sirish Modhagala,Seton Hall,889.8307
1603,Bryce Shirley,Creighton,889.8057
1604,Julian Perez,Navy,889.6873612
1605,Meyer Makemsom,Murray State,889.5302642
1606,Matt Aho,Bradley,889.5119975
1607,Lukas Nelson,South Dakota St.,889.4237357
1608,Jorge Estrella,Santa Clara,889.3902759
1609,Kiro Morkus,Presbyterian,889.1095185
1610,Zachary Levet,William and Mary,889.1052472
1611,Zach Cook,Missouri,888.9729481
1612,Damian O'Boyle,McNeese State,888.8648822
1613,Thomas Laville,LSU,888.85
1614,Luke Zacharias,Miss State,888.6058483
1615,Dan Seas,Ohio,888.5351112
1616,Seth Slavin,Lehigh,888.5200973
1617,Brendan Hoff,U. of Victoria,888.5108421
1618,Luca Chatham,UTSA,888.4871473
1619,Bailey Hesse-Withbroe,Iowa,888.266859
1620,Patrick Walsh,Rutgers,888.0579754
1621,Kieran Schuetterle,Presbyterian,887.8595185
1622,Reid Parsons,Southern Illinois,887.7869975
1623,Trent Turbyfill,Davidson,887.4685476
1624,Colton Nettleton,Saint Louis,887.25
1625,David Leff,Binghamton,887.1395531
1626,Nick Porter,Bradley,886.8869975
1627,Nick O'Keeffe,Longwood,886.6845185
1628,Jacob Bryan,Southern Illinois,886.5119975
1629,Joseph Stone,SIU Edwardsville,886.2302642
1630,Todd Gunzenhauser,Charlotte,886.2119975
1631,Eddie Zeurcher,Eastern Michigan,886.0351112
1632,Michael Church,Southern Illinois,885.9869975
1633,Mikolaj Krajewski,Unattached,885.9858421
1634,Fahd Nasser,Princeton,885.8119975
1635,Bennett Barnett,Texas Tech,885.6869975
1636,Jonathan Sandlund,Baylor,885.675
1637,Connor Hughes,Texas Tech,885.5869975
1638,Luke Harmon,Presbyterian,885.5595185
1639,Raymon Ornelas,Long Beach St.,885.1002875
1640,Kyle Bussard,Ohio,884.9888135
1641,Brenden Miller,Saint Francis University,884.9623612
1642,Michael Germinario,Elon,884.8185476
1643,Joey Palumbo,Tennessee-Martin,884.6552642
1644,Jacob Korgan,Nebraska,884.5329754
1645,Jake Lane,Winthrop,884.4845185
1646,Kendall Muhammad,Kentucky,884.4751233
1647,Andrew Pilat,Eastern Illinois,884.15
1648,Jonathan Wenning,Bowling Green,883.5351112
1649,Will Kimball,Claremont-Mudd-Scripps,883.5108421
1650,Samuel Hermanns,Gardner-Webb,883.4595185
1651,PJ Murray,Johns Hopkins,883.2450973
1652,Austin Byrer,Weber State,883.149481
1653,Adam Herrera,Incarnate Word,882.8574709
1654,Edgard Villa,Cal St. Fullerton,882.8252875
1655,Sam Williamson,Purdue Fort Wayne,882.675
1656,Bogdan Podgaisky,Gardner-Webb,882.4845185
1657,Reed Brown,Oregon,882.4589884
1658,David Vorbach,Columbia,882.2094613
1659,Allen Clark,Furman,882.1829028
1660,Tom Moulai,Kentucky,882.0979481
1661,Corey Champion,Jacksonville St.,881.6552642
1662,Zaire Huyghue,Hampton,881.5595185
1663,Haydon Cooper,Utah State,881.4055125
1664,Micah Meindertsma,Calvin,881.25
1665,Jonny Toombs,U. of Victoria,881.0608421
1666,Jake Birdsong,Presbyterian,880.6845185
1667,Joe Grandizio,Boston U.,880.6450973
1668,Daniel Flores,Grand Canyon,880.5752875
1669,Benjamin Finnigan,Mount St. Mary's,880.3373612
1670,Daniel Davis,Austin Peay,880.2302642
1671,Daniel Shaughnessy,Clemson,879.875
1672,Nathaniel Sayles,Gardner-Webb,879.8595185
1673,Eli Canal,Texas A&M,879.6979481
1674,Isaac Benz,Appalachian State,879.5935476
1675,Connor Hendrickson,Virginia,879.2350656
1676,Jan Figueroa,Florida Gulf Coast,879.1558483
1677,Alex Johnson,Presbyterian,879.0845185
1678,Tyler Bradley,Murray State,878.8552642
1679,Niall Holt,McNeese State,878.7398822
1680,Joey Angelina,St. Joseph's (Pa.),878.7395531
1681,Alexander Hirsch,Claremont-Mudd-Scripps,878.6358421
1682,Jack Mader,Valparaiso,878.6101112
1683,Taylor Clayton,Texas A&M,878.5729481
1684,John Lewis,Clemson,878.55
1685,Timothy Depue,Charleston Southern,878.3595185
1686,Gabriel Haughey,Portland,878.2312404
1687,Jordan Koczenasz,Dayton,878.141859
1688,Nick Feffer,Dartmouth,878.0700973
1689,Cole Clever,Morehead State,877.5302642
1690,Bryce Statham,Florida,877.4979481
1691,Matthew O'Neill,Duquesne,877.275
1692,Ethan Blevins,Charleston Southern,877.0595185
1693,Peter Borger,Richmond,876.9404017
1694,Bradley Dixon,Troy,876.8808483
1695,Joshua Bowers,Charleston Southern,876.4845185
1696,Jordan Leon,Sam Houston St.,876.2898822
1697,Chris Weiland,Mt. SAC,876.2358421
1698,Alex Stamper,Kent State,876.1851112
1699,Kyle Griffith,Purdue,876.0735941
1700,Robert Peck,Purdue Fort Wayne,876.025
1701,Julien Jeandree,Central Arkansas,876.0218692
1702,Jack Franklin,Bradley,875.879324
1703,Louis DiLaurenzio,Monmouth,875.8373612
1704,Jack Carmody,Vermont,875.5200973
1705,Christian Bird,Charleston Southern,875.4845185
1706,Andrew Comito,Rutgers,875.4579754
1707,Jacob Coccia,USC Upstate,875.0595185
1708,Jacob Coccia,USC Upstate,875.0595185
1709,Alexander Mcclelland,Murray State,875.0302642
1710,Colby Caviness,Clemson,874.8
1711,Mitchell Brown,Gardner-Webb,874.6845185
1712,Joe Limo,Radford,874.3595185
1713,Joe Limo,Radford,874.3595185
1714,Johnathan Condly,Temple,874.341859
1715,Dorian Jones,USC Upstate,874.0845185
1716,William Daly,Penn,874.0095294
1717,Bradley Dohner,Rice,873.8648822
1718,Luis Armendariz,Cal Poly,873.8608421
1719,Adam Huff,Charleston Southern,873.8595185
1720,Andrew Abel,Austin Peay,873.8552642
1721,Dustinj Starnes,IUPUI,873.7851112
1722,Hayden Courrege,LSU,873.625
1723,Drew Thomas,Charleston Southern,873.5595185
1724,Trayvon Harris,Charleston Southern,873.4845185
1725,Keith Terry,Charleston Southern,873.4595185
1726,Joshua Clark,St. Joseph's (Pa.),873.2645531
1727,Genaro Anzalone,Rutgers,873.1579754
1728,Austin Scola,Providence,873.1250459
1729,Aaron Gebhart,Charlotte,873.0562404
1730,Darby Pillow,Morehead State,872.7302642
1731,Nick Hutchison,Rutgers,872.5579754
1732,Markus Schweikert,Central Arkansas,872.5415905
1733,Samuel Moran,Purdue Fort Wayne,872.5
1734,James Konugres,Santa Clara,872.491859
1735,Cade Hindley,Rutgers,872.1579754
1736,Nick Miller,Ohio State,872.0329754
1737,Billy Hill,Rutgers,871.9579754
1738,Will Berger,Rutgers,871.9329754
1739,Harrison Tillman,Texas A&M,871.9229481
1740,Alec Sandusky,Northern Kentucky,871.9185476
1741,Matthew Arnold,Lamar,871.8487986
1742,Riley Slone,Jacksonville St.,871.6552642
1743,Trey Burleson,Richmond,871.5802485
1744,Peter Weiss,George Fox,871.5108421
1745,Gerard Gill,New Jersey Institute,871.4623612
1746,Jeff Kirwin,Baylor,871.425
1747,Jarit Perkins,IUPUI,871.4101112
1748,Zack Penrod,Wichita State,871.0275966
1749,Colin FitzGerald,California,870.666859
1750,Charlie Samarzich,SE Missouri,870.6302642
1751,Danny Daurio,Rider,870.5645531
1752,Oaklee Hauschild,Missouri,870.4229481
1753,Antonio Carbajal,UC Riverside,870.4
1754,Jonathan Schwind,Lipscomb,870.2058483
1755,Jacob Smith,Cal St. Fullerton,869.7002875
1756,Larry McNary,Tennessee St.,869.6552642
1757,Spencer Dodds,Virginia,869.6329236
1758,Blake Baldassaro,LSU,869.425
1759,Sean Sullivan,Boston College,869.2100656
1760,Charlie Harris,Claremont-Mudd-Scripps,869.1858421
1761,Andy Smith,Auburn,869.1229481
1762,Pedro Flores,Stephen F. Austin,869.0898822
1763,Griffin Barger,Dayton,868.891859
1764,Nash Young,Austin Peay,868.7302642
1765,Matthew Estopinal,Vanderbilt,868.5479481
1766,Garrett Hamilton,LSU,868.5
1767,Jared Hamilton,Central Arkansas,868.4718047
1768,Nicholas Neamtu,Canisius,868.2979103
1769,Zach Israel,Lipscomb,868.0308483
1770,Jesse Millson,Florida,868.0229481
1771,Bobby Hastie,St. Joseph's (Pa.),867.8895531
1772,Joseph Redman,Austin Peay,867.8552642
1773,Jackson Higley,Saint Louis,867.6
1774,Christian Slone,Murray State,867.0052642
1775,Ben Weir,U. of Victoria,866.8858421
1776,Markus Kopp,McNeese State,866.7648822
1777,Kyle Montgomery,LSU,866.725
1778,Thomas Mosley,Tennessee St.,866.1802642
1779,Alex Barton,Purdue Fort Wayne,865.9
1780,Lucas Mowery,Vanderbilt,865.6229481
1781,Grant Hauver,UMass Lowell,865.5200973
1782,Tony White,Jacksonville St.,865.4052642
1783,Patrick Perrier,Vanderbilt,865.2229481
1784,Isaiah Page,UTEP,865.125
1785,Kyril van Schendel,Claremont-Mudd-Scripps,865
1786,Fearghal Curtin,Arizona State,864.7939535
1787,John Frieson,Tennessee St.,864.6802642
1788,Joshua Velasco,LA Harbor,864.6108421
1789,Brandon Shields,UC Riverside,864.4
1790,Nick Steele,Villanova,864.2004414
1791,Seth Emmenegger,Jacksonville St.,864.0052642
1792,JT Mackay,Miss State,863.8058483
1793,Kurt Unger,Purdue Fort Wayne,863.725
1794,Donovan Mears,Temple,863.4768558
1795,Jeremiah Burns,Jacksonville St.,863.3802642
1796,Austin Rockstroh,Purdue Fort Wayne,863.1
1797,Cody Kingman,UMass Lowell,863.0700973
1798,Michael Wyman,Providence,862.8505354
1799,Marcus Abdul,Tennessee St.,862.8052642
1800,Riley Hughes,Marist,862.7729103
1801,Anthony Hawthorne,La Salle,862.5895531
1802,Henry Huff,Baylor,862.525
1803,Martin Luevano,UTSA,862.3608421
1804,Nick Morrison,Jacksonville St.,862.2802642
1805,Sergio Armendariz,Sam Houston St.,862.1898822
1806,Michael Lee,LSU,861.975
1807,Quintsontro Irby Jr.,Tennessee St.,861.8052642
1808,George Letner,Kansas,861.686385
1809,Allan Ortiz,UTEP,861.45
1810,Marcello Marrero,Jacksonville St.,861.3802642
1811,Dylan Sykes,Miami,861.2850656
1812,Russell Waters,Tennessee St.,861.0052642
1813,Jordan Finlay,Wis.-Green Bay,860.975
1814,Cole Ralenkotter,Morehead State,860.6802642
1815,Kendall Westhoff,UMass Amherst,860.6450973
